LicensePlate,RegistrationId,Expired
CXE 7964,171445951,1
QFT 8338,548671635,1
RZJ 6198,862178536,0
VGE 7717,628811789,0
RFG 6129,961995281,1
GVV 6473,278105690,1
QSK 2079,920206278,1
YEJ 6702,234242595,0
BKU 7229,188610806,0
FJI 8335,188822714,1
MBG 9578,607094108,1
TBU 4266,936773156,0
ASI 6942,814631563,0
ZBB 8751,565160669,1
BOT 5028,447653133,1
RVQ 5901,664025786,1
GZP 7493,887369390,0
QRL 6854,708099167,0
AOO 9129,861018348,0
UQN 7160,922872769,0
XIR 9437,722543469,0
MMB 5155,456653460,1
VGE 9688,311149440,1
CKW 4128,469788344,1
HTZ 6140,775728131,1
IPC 6431,829344201,1
LRZ 4246,243113266,0
IOE 7944,184040696,1
XVK 7354,614600902,1
DOX 8518,700095323,1
CXS 1721,219323777,1
SFL 6427,570279576,1
VTF 7122,122988273,1
RMR 4507,712655687,1
PQA 6029,535590415,0
RPA 1672,325935592,0
MGL 4135,155366165,1
EHH 8666,890050837,1
HLN 1579,258357402,0
GSG 8188,534528200,1
VDS 2716,945650168,1
NTN 9915,277638740,1
KIL 8088,306899340,0
QTT 2691,336059474,0
SPL 8692,842905823,1
ZRT 9396,585293736,1
EZJ 4518,395775087,0
IHG 7788,703791610,1
SMM 8616,264112157,1
TQX 7098,533628732,0
MRY 9729,992410809,1
ALU 5745,660691293,0
BFK 6588,882316737,1
UYY 6098,212166896,0
BDN 1195,252027753,1
AMM 1065,916631837,1
FJI 7558,756781095,0
CFV 3063,820795752,1
IDT 9393,887278855,1
KXO 6078,935974419,1
AAH 8684,555400097,0
UAI 7810,482197303,1
QBF 7459,525910785,1
NVJ 5904,731167064,0
ECP 9641,635271558,1
DQK 5280,745644663,1
XGS 7323,510108932,1
QOS 3084,361518892,1
HSL 6597,135244397,0
MMH 3391,719163970,0
NVL 3949,676512946,1
CEJ 5481,819119676,0
FVJ 6302,915459476,0
HYU 8304,692087768,1
OMP 3725,989793492,0
LQO 3515,260848411,1
IIY 9332,217908920,0
LUX 2890,457100916,0
TXO 2475,962502567,1
QSE 5890,803055271,0
FUE 1952,165168189,0
RYQ 7425,342987458,1
FJU 7066,431111048,1
AIC 4386,587799027,0
RGS 8180,694326064,0
MUN 7990,753524823,0
YIT 7746,574979184,0
OBQ 9688,954533753,1
YYI 3718,585183549,0
BVG 1781,473591887,1
LWH 2595,304513540,0
BLR 5229,754924077,0
DGV 6817,822965181,0
MSI 2061,862650318,1
DEG 1767,755024010,1
CWX 9290,368438095,1
EKV 2201,910419588,1
XMF 3829,262326368,0
QKA 7845,661206865,1
MIA 6130,149711277,0
GZS 7775,453106271,1
CFY 2489,532698166,0
RIV 8202,276990800,0
MUA 9570,504495027,0
WIG 3097,480197049,1
PPI 7994,888426697,1
UEC 4142,286479173,1
IMX 6512,176811256,0
WSD 7031,164925237,0
AHN 4461,883241309,0
QWU 9924,603306720,1
BXL 9135,998467271,0
HDP 1220,661860048,1
KHG 9479,431277515,1
VYN 1835,765008756,1
KKH 1114,745278240,0
FIX 1328,590684648,0
VYS 1977,452232145,1
QAR 5960,983064507,1
VRN 1486,247285234,1
JZE 8945,561945272,1
SGL 3407,840464124,0
BJS 1399,191822643,0
ASO 6400,501214405,1
XVL 7281,252060604,0
VDE 3592,707224835,1
AYL 2072,440793835,0
MJE 4536,534997285,1
WUP 1890,127043607,0
CTN 4907,993663380,1
DAC 4643,496441267,1
CUR 2386,114841040,0
YXI 4774,197580184,0
NMJ 8397,840295201,0
LSD 7555,288657783,1
BPZ 7965,977008138,0
ACY 5644,350029531,1
XSU 4989,225543484,0
CRQ 5162,910059662,0
IIF 7547,969432993,1
OKO 8014,200747229,0
EEY 9946,452021704,0
DAF 6874,909794260,0
PZP 9931,662301278,1
GPS 5214,510845270,1
DHD 3039,962786345,1
DDP 4241,336460900,1
FCG 6685,401822382,1
HRK 1974,226710802,1
DOT 1176,567917594,1
SSS 3508,871151556,0
XXB 3952,567323238,1
MFT 6710,817794601,1
HQG 8305,272182330,1
FAE 2352,192426452,0
DCQ 1694,668069080,1
FXG 2597,757587440,0
VYD 6994,654840736,1
GMT 3221,763220582,1
HXN 9435,145126558,1
YTU 6991,279128667,0
DKP 2641,468533710,1
GCX 8284,990203078,0
QOK 3211,921375292,1
QWJ 7576,810261167,1
AHW 4823,322399224,1
QET 7661,578767309,0
IBC 8973,985979861,1
ZMY 3506,362057668,0
KRV 2660,135431783,0
AKQ 8932,237640853,0
AVW 9255,255034549,1
MXA 2895,934110809,1
NTX 7706,762017103,0
UTZ 4405,108451288,1
DLD 4897,740524458,0
OLX 9623,883542731,0
UCH 1863,807268496,0
LFT 9826,686049650,0
KHR 3833,186109483,0
DQV 3660,798047130,1
SBF 9118,670760776,0
YOW 7758,974256294,1
ARZ 6502,929190408,1
UEU 8366,112595330,0
LGI 5502,849705780,0
IMH 6280,443144442,1
EOO 3417,122948106,0
LRI 1091,379458102,0
LNS 1212,542039027,1
XXB 7892,497152631,0
DLT 6725,488957874,0
JKI 3150,478361876,0
GND 7529,450281708,0
DLY 9423,157086497,0
NHZ 7188,701719127,0
RLC 2782,209009629,1
IUG 8367,689231617,1
CFC 4144,810878361,1
MFN 7297,684478731,1
KFK 4806,206377691,0
NRT 8410,602518404,1
GAK 6083,452377023,1
CHU 1523,854735226,1
FEN 1285,287461296,0
ZZU 2107,798897431,1
EXR 1889,381132521,1
DHQ 1882,187252031,1
OXU 9198,630796894,0
FJJ 5734,277515421,1
QML 3458,860782384,1
FDG 5546,447253992,0
XAZ 8281,922924354,1
FDB 7759,541992430,0
RBK 4816,935449785,0
NQS 7527,520278195,1
NWL 1558,890549060,1
MAN 3885,990899883,1
JKL 8274,370107100,0
WWZ 2491,638531871,1
EUF 8613,971722566,1
TFO 2329,353596981,0
DEG 1936,330385183,0
TJC 8311,152076714,1
ZSJ 6796,862451972,1
WJH 6854,887959259,0
TQB 8161,598348077,1
AFC 4647,704957842,0
VUQ 5750,460357764,0
SJT 6927,893590832,0
JDJ 9622,364083034,1
UMH 2498,403786020,1
KZU 3548,800140002,1
LOB 2949,841348550,0
YIY 1253,954649506,1
ICT 8438,474205740,0
LBY 2654,670556950,0
WRL 1161,225033151,0
LKP 9085,298073392,0
EEH 3479,997019817,1
YTN 8082,839476027,0
VOO 4325,853877107,1
XGY 8826,431885809,0
QYE 5773,626028976,1
XLX 4999,678182343,0
DEC 9622,302290259,1
QBV 2862,260597961,1
WBP 9052,985704458,1
KIU 2162,675171060,0
ULE 1036,893608203,0
IKX 3711,313799690,1
QYA 1307,297205146,0
ILT 6498,687944533,1
YAM 9301,141768358,0
LAN 1237,260771381,1
TQE 5113,878511060,1
ROV 9211,345697465,0
YJC 5380,812357860,0
HEU 6835,146984491,1
XKJ 6327,859055297,0
DPU 3104,371972241,1
DWO 9834,958801486,0
RBT 4910,988314979,1
GZF 3892,764212189,0
ACP 3770,589750253,0
LBT 6416,798047858,1
GSB 5704,422139203,1
QHF 7281,977251174,0
DML 6995,423544389,1
AVW 7907,291895771,0
ZVI 2071,592213707,1
IBG 1537,265765350,0
QSP 3703,708780142,0
UIC 6233,256585354,0
ATS 8741,620543399,1
VMM 8587,589720586,1
ONT 3923,417477299,1
TBH 2322,140699924,1
GSD 4834,974513454,1
CKQ 3436,195327495,1
EMM 3733,315391567,1
UUE 1686,753378372,0
RMZ 2853,849466914,0
UWS 1499,641179569,1
VKN 6380,759871419,0
XHK 9834,226427762,1
KLV 6335,414810662,0
MEZ 9896,779405514,1
XXO 5923,549230235,0
BDW 6743,534172861,1
EFB 1167,267669525,0
SRI 1919,816917375,0
GEN 5103,614409556,0
WVQ 1094,709651685,1
PIU 2622,933876671,0
ZUZ 9907,462256294,0
FMZ 6173,332246276,0
EVC 2589,353646140,0
SPO 5184,801936085,1
FEN 2938,492215168,1
QOT 3869,206260412,0
LHU 4292,310016044,0
KHO 6167,856314126,1
SKB 5357,511100745,0
LNZ 3817,805778231,0
QAA 2376,961480805,1
HWS 1737,776467889,0
OJJ 5059,138194428,0
BQI 6965,543998482,0
UDC 4920,877893813,1
ACM 5982,763608784,0
BHI 8801,344815660,1
EQR 1493,945995686,0
ZAM 5452,314324121,0
WZN 9999,433692746,1
PWZ 1912,143094112,1
NZQ 2256,436975485,1
EFJ 4153,553449046,1
JSF 9948,526507296,1
DOW 4045,703400786,1
SBX 5522,327200100,0
ABP 1133,585719017,1
MVQ 7334,391947726,0
UNM 6946,662383717,1
QQK 2134,981381722,1
TEI 8637,484717582,0
WRY 9584,413426317,0
GJE 3196,563755909,1
GKF 8593,590449807,0
IBL 3298,884966475,1
AWC 1752,324136564,0
QQK 3981,846748961,1
BVE 1141,459722585,0
LKC 7667,904929810,1
HXQ 2641,585039344,0
VQU 3909,946880434,0
JEC 8422,653366718,1
GXP 6026,792241481,1
YHQ 2683,819736668,0
NHZ 5654,810986616,0
TLC 1167,536756357,0
WTX 7410,682984681,0
DQU 2979,535346201,1
ZTD 9337,306252558,0
SRV 3787,816415061,1
MWK 8058,184036412,0
UGK 4397,727936534,0
UGQ 4864,130268165,0
SHU 9889,589972720,0
EUF 8618,364979200,1
KOY 3067,299602339,1
VJN 6429,483707194,0
PPA 2215,207791411,1
PHQ 6853,635547643,0
WNH 3993,649281408,0
YYY 6298,987069238,0
BPA 8643,635046459,1
QCW 5887,468083841,1
ABR 3065,323034373,1
FTY 5199,414160538,1
MNT 3242,687564355,0
HZP 9017,165060897,1
ZTS 9647,117330597,0
PIC 4214,383800073,1
PSS 9499,448907465,0
EPF 3701,422804315,0
XJL 4616,317688319,0
IDZ 2280,334422434,0
HGS 5250,873047438,0
QDE 2687,681203378,1
UJP 4289,730069140,0
IRK 6473,149820729,1
AFC 7072,115839286,0
PLL 2807,680567562,0
NST 2947,707373185,0
XST 5740,659753801,1
VZL 5414,844595151,1
CRE 1764,502481317,1
XYD 9983,624473159,0
MPS 5094,859231799,1
TCZ 2489,732694235,0
XMP 2895,872319812,0
TCQ 8819,183804323,1
ZLH 1756,370528036,1
CXD 5963,149790649,0
EJD 5002,776489845,1
PYZ 8627,265466436,1
BSC 1651,312085969,0
OPM 7820,543097571,0
SRU 3426,150429753,1
FJL 5868,133467926,0
XIJ 9144,344051237,0
ZCG 3902,113291265,1
QAR 7000,100430548,0
OKW 7514,760878100,0
YIX 2730,680864492,1
NNR 6364,243444316,1
CQI 4015,812954053,0
DKQ 2823,673910852,0
DNJ 9912,985460823,1
QEP 3391,976828482,1
GUM 4769,835095029,0
YAW 7781,604740537,0
DFQ 5429,613229740,0
LSR 8805,160833541,0
MNO 1417,972138459,1
IVR 4494,163492287,0
XTO 2382,347703120,1
DJZ 9952,881902320,1
ZDQ 3134,827965619,0
GKS 4236,940432710,0
YWB 9166,477100324,1
RTD 6442,626036053,1
UHL 1797,753440329,1
DMQ 8044,143388361,1
JCA 4830,221967664,1
IOU 3428,290706417,0
NGY 3285,380737624,0
PKO 8050,515787286,1
UER 1084,301706875,0
REV 3094,600390037,0
RGP 5302,362590959,0
ANC 1527,598422699,0
TWE 5599,255019725,1
HOQ 5731,669156962,1
AHI 4217,653571072,0
OHR 6674,608205056,0
NDC 5625,773868777,1
KTP 2610,338662759,0
GDZ 2602,953939097,1
REQ 6636,528351388,1
SRX 1346,547465321,0
VCI 2112,976002974,0
OUV 7107,200210036,1
JVA 9832,183224132,0
BJJ 7209,949799077,0
LXR 2021,821249962,0
BJG 4227,428196215,0
ADE 9522,662640789,0
EAB 7542,338579647,1
YTP 4769,975228275,0
XDE 9241,724217443,0
JLZ 7729,650968568,1
RAL 8981,960108714,1
HDT 2570,569275530,1
JSQ 1032,247134787,0
MQK 2112,514283607,0
ZCL 1976,607124191,0
FKK 3850,159793677,0
FBU 6701,205899920,1
JSP 3096,610182908,1
KJH 9085,334654672,1
INO 2963,914392400,1
NFO 6152,967762240,0
OAQ 4454,828414147,0
HWN 5949,791219733,1
QTO 5116,723691213,0
XIE 4878,986226432,1
SZE 9367,217207834,1
HUT 5521,722591743,1
JAO 2580,643228659,0
LUT 8252,622744272,0
HBM 4347,696533840,1
YCB 1964,697283226,1
YJS 6445,326936113,1
ZDB 1074,193333384,1
PTS 7775,996837451,0
TXK 1021,664302449,0
LYD 1966,605689883,1
MGJ 7635,310211154,0
RVN 8054,846040760,0
CHY 8544,782931737,1
YEC 8603,411820374,1
LYT 6750,261721395,0
WWO 5281,568943212,1
HWN 5228,161894953,0
RZC 9545,913493450,0
DPE 2723,247215808,0
MQX 6568,369305242,0
NBQ 2832,927162489,1
WQU 1765,590303746,1
LMD 9519,254904754,0
RMA 4648,547141260,1
ERS 2790,107045940,1
YRO 2859,972355580,0
NMB 2134,169089257,0
OBB 3557,786929554,1
GNM 5773,959571729,1
GCO 1514,140003477,0
GRP 9052,215092045,1
HFN 1857,486434410,1
INK 7792,861544984,0
OWX 1146,949196595,0
KLS 7894,953568053,1
MLL 8308,885110701,0
RRY 2550,980152953,1
EEC 7905,296714543,0
KNG 1977,556123356,0
IGS 2155,537834388,1
DOH 6675,657949390,1
HMR 1079,179842773,0
NJX 4315,848374399,1
KQF 3720,430414706,0
QJY 3296,528690790,1
RNE 3052,119669253,0
GOO 2103,539944728,1
TKK 1605,638179290,0
HZK 9520,760263662,1
MWE 8454,104816936,0
AAA 1272,402427285,1
AHJ 5134,190044780,0
GHD 5404,595096222,1
AOT 8421,984581288,1
FSU 3992,761524954,0
GLO 3582,196086645,0
SSB 8772,157307504,0
UVW 2156,733139856,0
SAH 2764,818240916,0
MEB 5629,821039767,1
TRO 2642,275220232,1
SYE 7179,814761332,1
XEM 5080,146934126,0
QCA 4082,675287807,1
WBQ 1912,822281829,1
LEX 4996,204850245,0
TPQ 2865,460034823,1
HAF 5227,345744373,1
YAD 8834,885319206,1
PKA 8344,376206674,0
AQD 3248,335255477,1
XMB 1914,716907107,0
OLS 3478,141780230,1
NKU 1095,233433002,1
UOI 2981,870834434,1
JYH 5430,270484692,1
PBT 6364,605889389,1
PWI 7091,387010276,0
ZIJ 4594,364645566,1
IAM 4441,526055398,1
HRQ 4043,766858419,1
EBG 9348,713765543,0
XYV 1013,486344054,0
LCG 8832,298237627,1
JYR 4438,245551305,0
HFO 1347,361769596,1
EGC 6507,547957764,0
FBQ 4222,561056915,0
BIP 2638,960856143,0
MLM 1703,986082145,1
BUX 1566,670055855,0
LWQ 9722,846915721,0
EVP 9786,709650963,0
XZL 3607,392345668,1
PCG 2791,610970418,1
KCG 3978,582491267,1
JDL 2433,937585409,1
TCM 4526,996243438,0
UMT 3873,247732892,1
IUM 1584,512832691,1
FFH 8013,605653467,1
YWH 9110,652952913,1
STB 8066,601156620,0
IFD 2006,484351510,0
CCY 3427,100238015,1
FHR 9259,948640543,1
JYN 7863,517863912,0
WWW 2890,649110910,0
YOF 3119,758179999,0
KCU 2868,712794380,0
URW 5750,705576968,0
WUV 4264,461917901,1
SOT 9782,322250720,1
FXM 5678,411311778,0
NZO 4824,561553867,1
XEH 1472,959764753,1
HIF 6065,400342565,1
POD 6635,572363698,0
MLW 3204,113272554,1
ZHI 4601,106466761,1
TLH 9760,515502499,0
IRQ 9474,721317490,1
JQO 6933,930003111,1
IXM 4648,934091171,0
ZRE 5321,151052902,1
MXI 5661,829885356,1
OQC 9249,366099738,1
OOT 9529,897878660,0
GIJ 5744,179794175,0
FJN 2752,993270257,1
BWP 9531,502306522,1
PVV 7050,207327432,0
RKP 6412,874761121,0
IAU 7984,318005556,1
HZU 2955,375376425,0
JIQ 3644,865593497,0
GPC 9402,431076446,0
OOF 1605,857626662,1
NPM 2389,864604173,1
AHP 8930,680767521,0
AJN 4190,383213126,1
RKO 2380,402482252,0
GKR 7511,289418356,1
NGD 1925,733057777,1
ZFM 7050,332031152,1
VJY 6670,932628382,0
NFG 4988,460828764,0
DJH 2992,904272764,0
HIC 9383,440191850,0
JXR 8552,438052535,0
HZD 9851,384452434,1
IQM 6940,290873268,1
LBV 7078,958058493,0
KTI 1520,440322214,1
MXA 5872,348581325,0
IRV 2255,248491901,0
IEB 3902,917602283,0
YQC 1720,555250411,0
ORY 3846,476435738,1
UFQ 2695,552018916,0
YUJ 5202,382614685,1
EHX 4848,422735131,1
HCW 1420,195725795,1
VKK 7192,969362152,1
BAG 2956,403909387,1
UDR 6708,439039928,0
XMI 6045,924379974,0
LDI 2482,115892559,0
TTC 8846,409130385,0
AGU 7811,459503134,0
HYY 9553,672872721,0
DRS 7409,224562711,1
LHM 2623,338448208,1
HXA 9407,503612543,1
VXU 6064,661755651,0
IDC 1322,347402452,1
HMN 1807,136908302,0
PBQ 5430,503201238,0
QVZ 9887,531062223,0
HJM 4292,207851740,1
LOB 6424,442737776,1
NKA 5643,918128434,1
HEW 6929,402310002,0
ZIM 7530,952342763,1
DIR 6295,787288582,1
MXJ 8145,679975162,0
IZR 6668,959980521,0
BCX 2805,712704270,0
QPA 1958,460021395,1
GSP 3211,528877330,0
IYQ 1774,140388808,0
LNO 4435,411143345,0
SIJ 4700,708130052,1
WYR 4435,958040175,0
XJN 6142,592994374,1
WBN 6750,383902953,0
LZB 9253,785263875,0
TGG 7078,451554630,0
KVB 7899,434751536,1
JYZ 5267,260643913,1
MWZ 6570,563994332,0
VBA 4379,978029016,1
UYE 5455,671280124,1
WGZ 4972,255318909,1
WCS 9712,338624218,0
AYU 4371,477053243,1
FDT 9903,868622948,0
BAW 3989,976694921,0
KWH 3654,632381993,1
SBS 3269,764253552,0
PWV 6739,426952130,0
YKN 3435,362718371,1
ZXJ 6942,458213874,0
WOD 3521,623017099,0
CSJ 8551,701536730,0
FYK 3895,465712382,0
NKR 8608,465173186,1
WDP 8120,399368810,1
OBR 5913,459034838,0
HHH 4828,597454786,1
QCT 2579,165048930,0
DQM 4397,242475174,1
MAD 6122,462373805,0
UHK 7045,343866325,1
SQO 2806,128061867,0
SBW 1126,281053316,0
USB 3212,706983616,1
FEX 6997,150976658,0
BSX 8266,663335594,0
GZV 2143,524784365,0
UXP 4450,684068663,0
DMU 8420,786248810,1
KOQ 7233,514297263,0
TAP 2449,239015288,0
FXL 6346,777585965,0
NRF 6616,511199159,1
CVO 8253,574300159,1
PFY 2795,447950265,0
QON 7624,453045275,0
VQT 3695,262037999,1
QOS 6202,390122024,0
MUC 8749,648811469,1
OYN 1128,619110537,1
JAN 4404,959203400,0
STH 8156,819843400,1
ZUQ 8324,257356963,1
WAX 8884,756023027,1
ZUY 8918,277714778,0
YVB 8459,953736381,0
FGP 5842,875426495,1
URZ 3410,877717767,1
ZST 5755,239762849,1
AMH 9501,462390360,0
FVO 8415,883472129,1
UEV 5245,658464920,1
KID 4088,172461167,0
PSX 2190,905786798,0
SKR 5324,815836915,0
XGW 4729,381368346,0
ZZU 1062,541104270,1
ZNC 8487,223584598,1
LRK 2992,416353385,1
GCY 1863,203189072,0
IHJ 4249,613307839,0
BZA 2077,420102599,0
GPF 2964,226440905,0
JWG 8382,148960320,0
CRX 2397,237129136,0
CXW 3975,704628211,0
IQY 7591,783996327,0
VHI 3568,975561474,1
MBY 6029,754611419,0
FNG 3408,353543736,1
MXV 8099,132596105,0
GXX 1222,905447333,1
LQD 1885,994751594,1
UUS 2186,710404622,0
GNE 6576,203715811,0
YBJ 1468,332171435,1
IAH 8834,129949148,0
WLD 4986,206916023,0
DDN 5453,547362344,0
EIG 7441,569824898,1
HQU 7816,167096966,1
EKJ 3466,786010455,1
MXT 6869,352608483,0
YVK 1657,549666421,1
QLO 8751,881810225,1
PQN 7827,613490192,0
GCJ 3785,354166625,1
SVJ 6074,115406099,1
SNB 1112,780336859,1
CFD 8240,209067800,1
HHN 5165,702253981,0
LSI 4239,460000234,0
WQO 7075,424007673,1
QBL 9654,220636035,0
WPW 8353,687474924,0
GLZ 7827,126049553,1
FGE 2916,210059614,0
GJD 8875,247916701,0
ELW 5312,244915513,0
EIE 2636,648506382,0
HQB 9873,182896032,1
FCQ 6024,517311548,0
MLY 2262,724748942,1
FZL 7829,694154142,0
MUH 9313,619968404,1
VAQ 1899,941921949,0
GHH 2609,694751304,0
MPZ 7813,101971815,1
CBQ 4587,977970064,1
QNZ 8599,558235434,0
RHN 9202,766455860,0
MJM 5070,917709149,0
MAI 4178,347056580,0
GSU 6006,842372604,1
CKB 1086,505959695,0
NKU 9745,561927956,0
OOW 5796,359115352,1
GQD 2909,916382439,1
IHG 9124,630637198,1
NCM 9772,843588769,0
JLY 1704,927015521,1
QNN 9524,811230239,1
FSL 2451,388771565,0
KWN 1953,726313857,0
EQU 9846,509121746,0
XPT 5830,237469053,1
SES 6496,614858676,0
LJN 5882,729304155,1
JJU 3586,612628366,1
VHT 7935,915000605,0
SRB 1993,138236730,0
YRO 6431,516044842,0
LUH 2123,704894230,0
QQY 9369,662765090,0
PQA 8140,754837046,1
BYG 4954,898462592,1
III 3730,628882566,0
HTX 6623,853163104,1
QRP 4908,208467523,0
JUA 9697,545523240,0
EEY 7215,584915179,1
XAX 4474,822436663,0
AJB 9090,668184601,1
FZU 3190,226949618,0
HQV 9785,174194073,0
WJV 9089,208061766,0
CPF 4237,741332353,1
WGW 3281,486013225,1
GLE 2447,785083518,1
QYA 9063,472919731,1
SYY 8322,552711430,0
NCF 6546,825083295,0
RVH 9592,437806349,1
EAF 1306,768961866,1
YSP 3915,328608166,0
KFF 3763,670425325,1
XBT 4911,760001787,0
OQQ 2250,554653934,1
FRO 2311,760916522,0
SRF 3738,894138727,1
WFW 1417,289465203,1
VJF 5512,152009122,0
CSH 8912,538226407,0
ZUF 7109,187696130,1
QGM 8218,640076685,1
PPE 9842,623841916,1
MNK 1396,378363404,0
SSQ 3193,130980636,0
CVF 1593,399070424,0
OEC 3597,487708183,1
DAT 3427,925814648,0
DDD 7770,468425179,1
SYM 1544,977332436,0
YJF 5100,729867517,1
TNG 1737,476816377,0
LEB 5100,908844704,0
KLU 2503,185432759,1
WJK 2968,410766218,0
PNF 7538,421231659,0
SRI 9786,579323250,0
FBS 7629,382620737,0
XGA 2811,687218734,1
OTH 3880,633836513,0
JNE 8703,527315480,1
FSV 1100,757737835,0
YLX 4670,966050756,0
FDA 2712,372246405,0
JKW 6925,245553624,1
UKC 9800,660140581,0
FJP 8153,574635912,1
KXN 8382,322750730,0
QEU 3240,211997489,0
IEF 1831,532802290,0
BOO 3087,306447924,0
CZV 8987,262526241,1
LKP 4902,807676478,0
OOE 6671,117594550,0
UNH 6663,697288056,0
UDW 5707,757364704,1
BER 2874,737110578,0
KTZ 2699,831467977,1
WWJ 8366,591788739,1
XLN 5907,497654193,1
BMI 4155,180346267,0
TXR 6597,443356431,1
SIW 8981,296960925,0
APS 6010,784236125,1
CZP 9476,651218515,0
LNS 9812,246269794,0
YBR 9376,499038238,1
BGM 7867,187063613,0
CAF 3368,565216892,1
ZMS 5763,342271302,0
LUH 4367,259060252,1
WTE 6599,934949833,0
PCE 8384,553039341,1
HIW 4417,876460542,1
CEZ 9006,102461150,1
NLU 5973,526078070,1
PRB 6618,891078103,0
ALC 1515,691308112,0
REZ 2887,320628233,1
FCY 7407,363937043,1
XZT 5515,208274211,0
JBQ 5662,299360714,1
LRL 5759,411459977,0
MAN 6136,286078545,1
RHE 8566,393449141,0
SXK 1680,765567558,1
PNI 6383,721597279,1
UEY 2452,790111085,1
NST 5815,297239688,0
MIU 9037,832483024,1
INS 3056,837225162,0
LJX 5994,923155847,1
BXI 9294,798292348,0
XNN 6394,396388206,1
RER 2046,645388414,0
CSS 5577,356615556,0
WOI 6399,750768415,0
RYU 9256,519427813,0
YON 7711,982599717,0
HSF 1891,607682942,1
RIT 5453,512409770,0
COP 2513,141080491,0
SIU 2132,940834444,0
VTS 4089,261698021,0
XJT 4875,285251236,1
ZUA 7212,940106036,0
QEM 6306,839204144,1
STN 3958,144446470,1
MEU 8412,328278886,1
YID 7330,646801309,0
LRJ 1341,279857638,0
FAJ 4620,538831497,1
WGY 8130,665364453,0
OOH 1650,951725351,0
UDN 2666,759440285,1
GYO 4518,223043635,0
ORO 3102,209360006,0
HCR 1139,954154002,1
XES 7580,233039090,0
UJS 3931,321323924,0
TAH 7918,229359080,1
FMD 7928,317298800,1
VIL 3324,804712227,1
IUF 5728,364373636,1
XNU 5623,626695896,1
LFL 5620,539286767,0
UNY 2229,832866171,0
WDY 7695,899728436,1
POP 8691,987412335,0
WFS 7353,868117382,1
TRX 4266,399703221,0
NIV 4037,539530747,0
YFZ 7571,682067920,0
QEQ 9650,911591783,0
EPG 9657,688446211,0
JBR 3896,433958534,0
ONU 9167,301819300,1
ZHB 4016,935547848,1
NDO 6005,156195940,1
ZUU 8746,283988444,1
UOR 6092,969627882,0
PPV 8518,246899688,0
JTY 1714,972100346,1
ZVQ 5105,509419148,1
SVA 9863,409802845,1
ISI 1340,217246454,1
WLI 6711,765802212,0
YRZ 4980,255482336,0
TXV 2425,893821138,0
CIC 2358,884083515,0
KPG 3388,544775541,0
VIP 3525,275830214,1
IIC 3968,554738416,1
OGQ 7075,324708137,0
TEV 9372,946572451,1
OTO 2413,290516047,0
BRE 5583,660278090,1
SLS 3634,855330420,1
HTV 3876,633414565,1
NTJ 8327,580635344,0
QXK 8168,745364172,0
ZED 9588,339484102,1
PBQ 8336,958941125,1
TLI 3576,669632186,0
ZGD 9426,683407003,0
TGD 8794,888912164,1
KYT 3164,374737490,1
KIN 9965,742333430,1
ZSU 6091,163909706,0
ZJG 3085,822866799,0
IBN 7016,267210246,0
RTE 9070,453761987,0
BND 6997,892503681,0
RZN 6370,952336826,1
RFE 1504,908558779,1
MED 3379,926802293,0
ETE 5361,395135856,1
JCH 7869,557421656,1
ZHM 9700,603701753,1
YSC 6032,998466480,1
VPV 6780,478313206,0
XUP 8913,552695598,0
DER 6006,302955994,1
RXS 6491,184467208,1
BNQ 3835,389289482,0
DPT 2568,681913967,1
DSR 1881,868563513,1
ZCU 3902,850587470,0
DKM 3246,914616690,0
HFN 3198,620214159,1
OPM 4514,756531350,1
KYO 9581,481439908,0
EOB 9814,663152561,0
UTR 3326,260563966,1
SXS 6827,897237250,0
FXD 7853,573438695,0
GPJ 9095,926088228,1
VEZ 1027,160404507,0
AIP 5566,500932898,1
GIK 5831,726917976,1
FTB 2099,780450192,1
IKA 8140,762327974,0
RXV 8201,484269118,1
ZRV 4150,648303655,1
VRL 3832,573881370,0
VSX 5717,729836323,0
USL 4844,691655039,1
IGO 6134,864842074,1
ALX 4785,608440415,0
ZWD 5462,375258039,0
CAX 8357,954648192,0
DDF 6968,997591283,1
OOA 2682,128116074,0
AGV 9068,372261216,0
ILD 9024,575123024,1
AHK 4249,400839372,1
TNH 5893,492454543,1
JJL 2518,866996900,0
ZVV 8051,542897478,0
FFS 8224,542141921,1
XGP 4143,685100359,1
IFF 4662,491889370,1
BLV 2114,594857153,1
REO 2093,927338698,1
AFV 4091,221944194,0
XYA 7920,690525132,0
CZS 7724,869115272,1
VOJ 3596,743112489,0
GCQ 7975,233451572,0
YTI 8981,385633268,0
WZB 1653,558035885,0
NHU 6549,111625279,1
GXH 9334,380618791,0
ITN 8044,184042230,0
MDU 7086,832134679,1
WFR 3505,884591907,1
OTB 8985,791912204,0
FQC 1847,568506523,0
AAL 9726,587688412,1
XCW 1341,623181587,0
RVM 9224,772150508,1
WZA 4770,417510326,1
HLZ 1903,598984086,0
YKP 6036,680767842,1
LXR 1954,435385106,1
ANE 7034,281131286,1
YIX 3700,299624647,1
FPR 8916,704998566,0
PUN 4757,183700862,0
UDF 7322,530346817,1
CTP 3307,471174811,1
KQG 1443,255180636,0
OQE 1521,418743512,0
COF 6382,556006201,1
GPL 9744,898407777,0
SFV 1359,274275168,0
YYF 8731,514591760,0
VOQ 3684,859965527,0
ASU 2483,635576849,1
QNG 1324,113755195,1
JLT 2633,389789670,1
